Subject,Subject_Unique,Age,Gender,Method,preterm,Session,Condition,stimulus,trial_num,LT,trial_error,session_error,session_error_type,Language,Lab,days_between_sessions
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,IDS,IDS1,2,4.688,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,ADS,ADS2,3,7.584,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,IDS,IDS2,4,9.594,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,IDS,IDS3,5,10.587,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,ADS,ADS3,6,3.932,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,ADS,ADS4,7,4.98,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,IDS,IDS4,8,3.952,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,IDS,IDS5,9,4.601,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,ADS,ADS5,10,16.774,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,IDS,IDS6,11,2.663,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,ADS,ADS6,12,3.322,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,ADS,ADS7,13,1.372,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,IDS,IDS7,14,1.209,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,IDS,IDS8,15,3.528,noerror,noerror,NA,German,babylab-potsdam,7
b7105,babylab-potsdam:b7105,204,M,HPP,term,2,ADS,ADS8,16,2.468,noerror,noerror,NA,German,babylab-potsdam,7
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,training,train2,-2,17.077,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,training,train1,-1,14.092,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS5,1,15.826,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS5,2,8.271,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS7,3,16.981,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS7,4,10.872,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS1,5,13.772,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS1,6,9.999,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS3,7,13.356,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS3,8,3.635,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS2,9,13.071,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS2,10,5.929,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS4,11,12.629,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS4,12,5.657,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS6,13,13.001,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS6,14,3.492,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS8,15,5.038,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS8,16,18,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,training,train2,-2,17.456,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,training,train1,-1,2.984,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,ADS,ADS5,1,11.633,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,IDS,IDS5,2,7.214,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,IDS,IDS7,3,8.688,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,ADS,ADS7,4,10.152,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,IDS,IDS1,5,2.603,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,ADS,ADS1,6,3.357,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,IDS,IDS3,7,2.396,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,ADS,ADS3,8,3.32,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,IDS,IDS2,9,4.399,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,ADS,ADS2,10,3.854,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,ADS,ADS4,11,2.166,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,IDS,IDS4,12,2.42,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,ADS,ADS6,13,6.131,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,IDS,IDS6,14,2.86,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,ADS,ADS8,15,1.693,noerror,noerror,NA,German,babylab-potsdam,9
b7135,babylab-potsdam:b7135,266,F,HPP,term,2,IDS,IDS8,16,5.674,noerror,noerror,NA,German,babylab-potsdam,9
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,training,train2,-2,17.102,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,training,train1,-1,16.925,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS1,1,17.09,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS1,2,16.093,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS2,3,15.219,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS2,4,9.904,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS3,5,16.851,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS3,6,6.659,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS4,7,13.285,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS4,8,6.405,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS5,9,13.075,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS5,10,7.281,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS6,11,4.047,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS6,12,11.434,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS7,13,16.386,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS7,14,7.577,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS8,15,5.968,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS8,16,8.843,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,training,train2,-2,14.033,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,training,train1,-1,9.771,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,ADS,ADS1,1,10.978,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,IDS,IDS1,2,16.292,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,ADS,ADS2,3,4.435,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,IDS,IDS2,4,12.789,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,IDS,IDS3,5,8.814,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,ADS,ADS3,6,5.993,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,ADS,ADS4,7,1.766,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,IDS,IDS4,8,5.556,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,IDS,IDS5,9,11.752,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,ADS,ADS5,10,3.46,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,IDS,IDS6,11,3.476,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,ADS,ADS6,12,2.263,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,ADS,ADS7,13,1.985,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,IDS,IDS7,14,8.669,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,IDS,IDS8,15,1.371,noerror,noerror,NA,German,babylab-potsdam,7
b7139,babylab-potsdam:b7139,213,F,HPP,term,2,ADS,ADS8,16,3.441,noerror,noerror,NA,German,babylab-potsdam,7
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,training,train1,-2,17.192,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,training,train2,-1,15.427,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,IDS,IDS1,1,17.032,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,ADS,ADS1,2,4.061,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,IDS,IDS2,3,5.273,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,ADS,ADS2,4,8.093,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,ADS,ADS3,5,4.662,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,IDS,IDS3,6,17.088,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,IDS,IDS4,7,3.209,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,ADS,ADS4,8,14.805,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,ADS,ADS5,9,14.745,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,IDS,IDS5,10,9.429,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,ADS,ADS6,11,14.465,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,IDS,IDS6,12,5.319,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,IDS,IDS7,13,14.827,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,ADS,ADS7,14,0.78,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,ADS,ADS8,15,6.44,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,191,M,HPP,term,1,IDS,IDS8,16,15.471,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,training,train1,-2,17.944,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,training,train2,-1,7.217,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,IDS,IDS1,1,16.177,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,ADS,ADS1,2,2.593,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,IDS,IDS2,3,2.225,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,ADS,ADS2,4,11.193,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,ADS,ADS3,5,2.924,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,IDS,IDS3,6,5.584,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,IDS,IDS4,7,2.479,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,ADS,ADS4,8,3.559,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,ADS,ADS5,9,1.986,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,IDS,IDS5,10,10.114,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,ADS,ADS6,11,1.666,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,IDS,IDS6,12,5.694,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,IDS,IDS7,13,10.752,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,ADS,ADS7,14,4.117,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,ADS,ADS8,15,2.61,noerror,noerror,NA,German,babylab-potsdam,5
b7140,babylab-potsdam:b7140,196,M,HPP,term,2,IDS,IDS8,16,2.511,noerror,noerror,NA,German,babylab-potsdam,5
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,training,train1,-2,16.858,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,training,train2,-1,10.496,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS5,1,11.185,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS5,2,10.899,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS7,3,10.833,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS7,4,15.231,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS1,5,13.544,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS1,6,12.234,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS3,7,4.151,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS3,8,5.267,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS2,9,3.781,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS2,10,4.365,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS4,11,10.013,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS4,12,3.514,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS6,13,3.042,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS6,14,2.837,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS8,15,6.744,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS8,16,4.86,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,training,train1,-2,9.904,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,training,train2,-1,2.935,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS5,1,9.035,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS5,2,8.278,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS7,3,8.794,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS7,4,6.078,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS1,5,4.129,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS1,6,4.875,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS3,7,4.391,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS3,8,7.376,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS2,9,6.637,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS2,10,3.831,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS4,11,18,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS4,12,4.9,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS6,13,6.54,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS6,14,3.082,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS8,15,5.292,noerror,noerror,NA,German,babylab-potsdam,9
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS8,16,6.301,noerror,noerror,NA,German,babylab-potsdam,9
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,training,train1,-2,17.313,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,training,train2,-1,16.121,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS5,1,17.361,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS5,2,13.669,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS7,3,9.077,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS7,4,14.082,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS1,5,8.708,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS1,6,3.06,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS3,7,4.528,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS3,8,5.938,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS2,9,2.908,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS2,10,15.111,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS4,11,3.174,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS4,12,5.805,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS6,13,12.771,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS6,14,2.625,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS8,15,3.656,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS8,16,10.958,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,training,train1,-2,15.266,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,training,train2,-1,18,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS5,1,12.118,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS5,2,17.288,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS7,3,16.581,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS7,4,4.716,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS1,5,13.488,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS1,6,10.622,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS3,7,3.057,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS3,8,6.166,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS2,9,2.617,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS2,10,7.921,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS4,11,2.833,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS4,12,2.141,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS6,13,2.38,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS6,14,5.245,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS8,15,9.437,noerror,noerror,NA,German,babylab-potsdam,10
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS8,16,11.657,noerror,noerror,NA,German,babylab-potsdam,10
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,training,train2,-2,15.818,noerror,noerror,NA,German,babylab-potsdam,7
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,training,train1,-1,7.467,noerror,noerror,NA,German,babylab-potsdam,7
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,ADS,ADS5,1,15.571,noerror,noerror,NA,German,babylab-potsdam,7
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,IDS,IDS5,2,10.725,noerror,noerror,NA,German,babylab-potsdam,7
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,IDS,IDS7,3,14.699,noerror,noerror,NA,German,babylab-potsdam,7
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,ADS,ADS7,4,8.375,noerror,noerror,NA,German,babylab-potsdam,7
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,IDS,IDS1,5,12.352,noerror,noerror,NA,German,babylab-potsdam,7
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,ADS,ADS1,6,3.28,noerror,noerror,NA,German,babylab-potsdam,7
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,IDS,IDS3,7,8.946,noerror,noerror,NA,German,babylab-potsdam,7
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,ADS,ADS3,8,4.217,noerror,noerror,NA,German,babylab-potsdam,7
