Lab,Method,Subject,Subject_Unique,Language,language_recoded,Native,Age_session_1,Age_session_2,total_trial_n_session_1,total_trial_n_session_2,IDS_session_1,IDS_session_2,ADS_session_1,ADS_session_2,Diff_1,Diff_2,Prop_session_1,Prop_session_2,binary_pref_session_1,binary_pref_session_2,mean_log_lt_IDS_session_1,mean_log_lt_IDS_session_2,mean_log_lt_ADS_session_1,mean_log_lt_ADS_session_2,Diff_log_lt_session_1,Diff_log_lt_session_2,Prop_log_lt_session_1,Prop_log_lt_session_2,days_between_sessions,Age
wsi-goettingen,central fixation,M338,wsi-goettingen:M338,German,German,FALSE,325,328,15,16,7.1425,9.10625,8.541428571428572,9.29875,-1.3989285714285717,-0.19250000000000078,0.4554024820676306,0.49477044281445254,ADS_preference,ADS_preference,1.7581318710377052,1.992009537893851,1.8898587654872634,1.9270723645622057,-0.1317268944495582,0.06493717333164528,0.48194528062508407,0.5082847430785957,3,326.5
wsi-goettingen,HPP,M502,wsi-goettingen:M502,German,German,FALSE,260,267,15,16,9.641428571428571,5.39675,7.630875,5.2385,2.010553571428572,0.15824999999999978,0.558201662653567,0.5074398815260572,IDS_preference,IDS_preference,2.1751258586597553,1.5088670574804122,1.7599646908235722,1.5107693142638394,0.41516116783618306,-0.0019022567834272586,0.5527511581519634,0.4996850188980986,7,263.5
wsi-goettingen,HPP,M503,wsi-goettingen:M503,German,German,FALSE,223,248,14,15,7.7044999999999995,5.019625,7.074166666666667,7.369142857142857,0.6303333333333327,-2.3495178571428577,0.5213257849151931,0.4051754829763712,IDS_preference,ADS_preference,1.8265930025616572,1.4988236416641347,1.9340621253249661,1.8819026793579736,-0.10746912276330889,-0.3830790376938389,0.4857113828430602,0.443343678056433,25,235.5
wsi-goettingen,HPP,M504,wsi-goettingen:M504,German,German,FALSE,228,235,16,16,13.215499999999999,9.79475,12.77725,9.40775,0.43824999999999825,0.38700000000000045,0.508430235354089,0.5100768129149851,IDS_preference,IDS_preference,2.5284017410196444,2.1086736065758425,2.4523808965874485,2.007279540387162,0.07602084443219592,0.1013940661886803,0.50763141557897,0.5123172036425505,7,231.5
wsi-goettingen,HPP,M505,wsi-goettingen:M505,German,German,FALSE,266,286,16,10,13.856,7.036,10.603,2.987,3.253,4.0489999999999995,0.5664990392084713,0.7019854335029432,IDS_preference,IDS_preference,2.543495695379745,1.7647691754493342,2.3164319576293906,1.077893451637011,0.22706373775035438,0.6868757238123233,0.5233608146007855,0.6208155546260431,20,276
wsi-goettingen,HPP,M506,wsi-goettingen:M506,German,German,FALSE,252,259,16,16,13.436625000000001,10.041125,7.01725,7.594125,6.419375000000001,2.446999999999999,0.6569231991493055,0.569378092173346,IDS_preference,IDS_preference,2.5511162852741314,2.2205907992879292,1.7197078162781305,1.8795221474140358,0.8314084689960008,0.34106865187389346,0.5973358360385083,0.5415925922416651,7,255.5
wsi-goettingen,HPP,M507,wsi-goettingen:M507,German,German,FALSE,222,228,14,12,8.930428571428571,4.807428571428571,5.664142857142857,7.2196,3.266285714285714,-2.412171428571429,0.6119007067206985,0.3997187287680605,IDS_preference,ADS_preference,2.1095474611013416,1.4960901921836818,1.5930933830899974,1.945495517635314,0.5164540780113442,-0.44940532545163214,0.5697413143407565,0.43470955493430563,6,225
wsi-goettingen,HPP,M508,wsi-goettingen:M508,German,German,FALSE,232,237,15,13,11.943571428571428,12.974166666666667,11.25275,7.753428571428572,0.6908214285714269,5.2207380952380955,0.514890753921881,0.6259368980161022,IDS_preference,IDS_preference,2.377332688133753,2.4740275658678805,2.327035066316267,1.841338151813966,0.05029762181748598,0.6326894140539145,0.5053458428892924,0.5733065811156541,5,234.5
wsi-goettingen,HPP,M509,wsi-goettingen:M509,German,German,FALSE,244,249,15,10,7.4275714285714285,6.54925,6.41375,7.157166666666667,1.0138214285714282,-0.6079166666666671,0.536622999971617,0.47782364707527497,IDS_preference,ADS_preference,1.9272495415938087,1.7791539475453912,1.6843077532646382,1.7971808646266905,0.24294178832917046,-0.01802691708129922,0.5336339380071627,0.4974796938726284,5,246.5
wsi-goettingen,HPP,M510,wsi-goettingen:M510,German,German,FALSE,249,258,16,15,6.698,9.806857142857144,7.985875,10.09875,-1.2878749999999997,-0.29189285714285695,0.45614662342195095,0.4926680745016211,ADS_preference,ADS_preference,1.7604085446803475,2.159088619978742,1.9425558373920355,2.100276253588174,-0.18214729271168806,0.05881236639056775,0.4754052059488419,0.5069038892107541,9,253.5
wsi-goettingen,HPP,M511,wsi-goettingen:M511,German,German,FALSE,204,212,16,16,12.7905,9.67775,9.069749999999999,3.9285,3.7207500000000007,5.74925,0.5851030980889971,0.7112723932016537,IDS_preference,IDS_preference,2.3850936704679198,2.0323108681789424,2.079480640994761,1.3020840824694018,0.3056130294731587,0.7302267857095406,0.5342264467060729,0.6094991440002562,8,208
wsi-goettingen,HPP,M514,wsi-goettingen:M514,German,German,FALSE,236,255,16,16,9.761625,7.702875000000001,7.413125,6.4796249999999995,2.3485000000000005,1.223250000000001,0.5683707186421928,0.5431253305129561,IDS_preference,IDS_preference,2.16468473764063,1.9272001011147608,1.8364037478440913,1.7477621486375137,0.32828098979653886,0.17943795247724714,0.5410239602282587,0.5244135776482252,19,245.5
wsi-goettingen,HPP,M515,wsi-goettingen:M515,German,German,FALSE,204,219,16,16,12.924125,13.651875,13.943375,11.49875,-1.0192499999999995,2.153125000000001,0.48103191588350236,0.5428046022713154,ADS_preference,IDS_preference,2.4904406501411143,2.553814441420224,2.612384432945267,2.3718009064836068,-0.12194378280415252,0.1820135349366172,0.4880513459878977,0.5184762229773053,15,211.5
wsi-goettingen,HPP,M516,wsi-goettingen:M516,German,German,FALSE,228,235,16,16,12.171375,10.534,12.0435,13.181125,0.12787499999999952,-2.647124999999999,0.5026404224675948,0.44418909872918655,IDS_preference,ADS_preference,2.4171573793911962,2.227485799184452,2.3756909361714227,2.4731637233200567,0.04146644321977355,-0.24567792413560463,0.5043258664253081,0.47386766201570507,7,231.5
wsi-goettingen,HPP,M517,wsi-goettingen:M517,German,German,FALSE,207,216,15,16,12.796,9.65725,13.24,11.87025,-0.44400000000000084,-2.213000000000001,0.49147334459978487,0.44860062710486587,ADS_preference,ADS_preference,2.4100217073732284,2.060391556913169,2.5066520376163832,2.2979270748680998,-0.09663033024315482,-0.23753551795493077,0.4901732009021722,0.4727491794401172,9,211.5
wsi-goettingen,HPP,M518,wsi-goettingen:M518,German,German,FALSE,266,272,16,16,10.448,6.395125,8.650625,5.588875,1.7973750000000006,0.8062500000000004,0.5470550890443684,0.5336386014686249,IDS_preference,IDS_preference,2.183599978989882,1.6219887916996296,2.0391807718213104,1.6129529139723182,0.1444192071685717,0.009035877727311403,0.5171000124906826,0.5013966059591536,6,269
wsi-goettingen,HPP,M520,wsi-goettingen:M520,German,German,FALSE,271,276,12,13,3.87,4.69,4.883,3.316,-1.013,1.3740000000000006,0.44213412544270536,0.5858106420184862,ADS_preference,IDS_preference,1.3148159781321458,1.3582709498342083,1.3616259559760517,1.1258019241137425,-0.04680997784390595,0.2324690257204658,0.4912551852428842,0.5467919093997837,5,273.5
